match_rate,overlap,fan_align_conflict,judge_align_conflict,rule
1.0,1.0,1.0,0.00684931506849315,fsh
1.0,1.0,1.0,0.00684931506849315,fix
0.9884169884169884,0.9909909909909909,0.9931506849315068,0.0136986301369863,rank
1.0,1.0,1.0,0.00684931506849315,pct
